,CB-SA-1,CB-SA-2,CB-SA-3,CB-SA-4,CB-SA-5,CB-SA-6,CB-SA-7,CB-SA-8,CB-SA-11,CB-C-1,CB-C-4,CB-C-5,CB-C-6,CB-C-7,CB-C-8,CB-C-9,CB-C-10
RAP1AP,15,0,12,4,14,0,0,0,13,0,8,0,9,0,20,0,0
BCAR1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOGP7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AL161670.2,2,0,0,1,0,0,1,1,2,0,0,2,0,1,1,1,1
BMS1P15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL589743.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KRT18P6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000258786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC091078.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CKS1BP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL121594.1,7,3,6,12,5,3,5,5,6,9,5,29,6,3,3,11,2
DUX4L27,0,0,2,0,0,2,7,0,1,0,0,0,0,1,0,0,0
AL133241.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC023310.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF519P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL139317.2,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
ADIPOR1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR11H7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258809,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0
TRAV33,0,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0
AC121758.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4C13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNASE4,9,26,3,20,25,33,16,28,10,19,9,24,10,7,16,24,8
ENSG00000258821,0,0,0,0,0,8,4,0,0,28,0,0,5,0,0,0,6
OR4K16P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL160314.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P2,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0
AC137834.1,3,15,7,20,10,10,11,19,10,5,3,7,11,2,16,7,2
TRAV28,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,9,0
AL121579.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258838,10,6,4,8,10,2,9,13,4,11,7,20,20,2,3,9,3
MC1R,5,12,18,29,12,19,15,201,24,19,4,24,17,6,12,23,3
EEF1A1P2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EEF1A1P33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GRAMD4P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7E159P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR11J2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL136520.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SETP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008575.1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2
EIF4EBP1P1,76,0,29,7,0,0,0,0,16,0,14,52,54,0,0,43,30
FDPSP3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
DUXA,0,0,3,3,3,1,0,3,0,0,1,1,0,1,0,0,0
ATP5F1AP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL355076.3,0,0,0,4,0,0,0,5,0,0,2,0,0,0,0,0,0
ENSG00000258880,6,0,1,1,1,1,1,1,0,2,0,0,0,1,1,1,1
AC007040.2,2,1,1,18,1,0,0,4,0,0,6,7,24,1,5,6,2
ENSG00000258882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC068446.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIGD1AP17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL160237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP95,125,81,136,215,196,65,127,299,104,69,43,116,204,60,140,137,49
SETP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL358913.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104390.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCOCP1,0,0,0,6,19,0,0,53,13,0,0,16,0,0,0,6,0
OR4U1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCP1,0,1,0,8,1,0,1,1,7,1,12,0,13,1,1,5,1
AL121821.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL157687.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009779.4,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0
BHLHB9P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA31E2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMYND19P1,0,0,0,0,2,0,0,5,0,2,3,0,0,0,0,0,0
MTND5P35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005230.1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL390334.1,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,15,0
AL356800.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TUBB3,2,1,8,1,1,15,8,48,33,106,8,152,4,3,9,3,9
KRT8P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P7,0,0,1,0,3,0,0,2,0,0,0,2,0,0,0,0,0
COX4I1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL118558.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL391261.3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
AL121839.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDDM3DP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC044913.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF3AP2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
HMGN1P3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
AL049830.4,0,0,0,3,0,0,0,5,0,8,0,0,0,0,0,0,5
AC112693.2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
NDUFB8P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIF1AP1,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF1AXP2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COX5AP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2F-SCLY,11,6,3,3,5,3,7,4,17,7,3,15,12,5,5,3,8
TMEM179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AL135978.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
AL355916.3,6,1,0,5,17,6,4,25,2,0,8,8,29,6,3,11,1
MPPE1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUX4L19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL352979.3,0,0,0,0,0,0,0,0,55,0,0,0,33,0,0,0,0
PARP1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NF1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCK11P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPRX2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL049869.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTCYBP27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL118558.2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL442663.4,0,38,57,100,0,0,0,55,12,0,41,0,13,27,26,0,33
AL391156.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4BP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL049872.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPRX1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC8P1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TVP23C-CDRT4,3,7,3,15,4,4,6,22,4,25,2,22,1,2,2,7,1
AC037471.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUX4L18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FPGT-TNNI3K,2,0,3,1,1,1,3,3,1,1,1,3,3,2,1,1,3
ENSAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLOC1S5-TXNDC5,4,7,7,8,5,4,3,4,3,4,3,3,5,3,8,5,5
BRD7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTCO1P2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0
AL049870.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL163153.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHORDC2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPUP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUXAP1,3,0,5,20,9,0,9,0,0,3,0,6,3,2,9,14,0
AC105109.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEBP1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL163195.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC091544.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL110118.2,8,6,9,0,0,4,13,12,0,0,12,8,0,0,4,8,0
TRAV37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMB7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC1B-GALNT4,34,13,10,14,17,7,19,18,21,20,6,19,31,5,8,22,14
PTBP1P,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
AC005476.1,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0
AL136298.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAMD4P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEPT7P1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
TRAV30,16,9,46,49,64,7,40,69,21,9,108,18,13,34,13,75,0
GTF2IP22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM35CP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC025884.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC025574.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL157791.1,0,0,1,0,0,0,0,2,1,0,0,1,2,0,0,0,1
SMARCE1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004858.1,37,0,0,6,0,0,9,39,0,0,33,0,0,70,25,0,31
NDUFC2-KCTD14,0,14,12,14,63,21,15,74,24,16,48,45,63,0,22,30,26
ENSG00000259114,9,20,8,7,13,4,7,3,9,10,2,11,15,10,5,7,4
AL121576.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMIM6,10,6,7,7,15,8,5,11,9,4,3,15,21,10,4,7,24
AL109628.1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
TVP23BP1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL132780.3,27,14,2,44,2,13,56,151,1,27,18,88,81,22,15,3,86
AL137100.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL109766.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL049839.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RANBP20P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YWHAZP1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
CAP2P1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,4,0
DUX4L17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AL591767.3,0,0,0,3,0,0,7,6,0,3,0,7,3,0,0,0,0
CHEK2P2,0,0,1,0,0,0,3,6,2,0,0,2,0,2,0,0,0
AL079307.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM20P1,0,0,0,1,1,1,1,1,0,0,0,0,3,0,0,1,0
ENSG00000259159,0,1,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0
AL049869.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL137779.3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2
AL355075.5,8,0,0,17,4,19,14,6,2,0,5,16,10,1,13,14,3
AC007375.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX18P1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
NMNAT1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNRHR2P1,0,0,0,0,73,0,0,0,0,0,0,0,20,0,0,15,3
AL163636.2,7,8,1,9,3,5,11,17,4,1,13,5,5,1,5,4,1
AC090515.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2CP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MED28P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPS15P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027237.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC109631.1,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0
AC021739.1,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0
PRKXP1,9,5,43,6,10,11,34,36,19,0,1,24,1,0,30,8,4
ITGB3,64,37,15,99,65,44,49,318,72,39,34,52,48,42,35,17,23
AC023968.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC012414.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC084757.1,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0
AC068867.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35G6,0,0,0,3,0,1,2,6,0,1,0,0,1,0,1,2,3
AC087699.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPA1P62,0,3,0,1,2,1,0,0,2,0,0,2,0,0,0,0,0
AC026826.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC090888.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105129.1,0,0,9,10,0,10,0,0,0,0,0,0,0,0,9,0,14
GOLGA8VP,1,2,0,2,2,1,1,7,1,0,1,1,3,2,0,1,1
AC021755.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGN2P47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTTY25P,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC037479.1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
AC013553.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV4OR15-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA3P4,0,51,0,0,0,0,0,49,0,0,0,0,0,0,0,39,0
ENSG00000259264,17,0,0,0,2,2,0,13,1,0,1,1,0,0,0,0,3
AC022523.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC044860.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD62P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC027176.1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC087639.1,0,0,0,2,0,0,2,2,0,3,0,0,0,0,0,1,4
BUB1B-PAK6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
CSPG4P12,3,1,1,4,1,0,1,4,2,1,1,2,6,1,1,1,2
AC012170.2,5,2,7,8,4,3,5,8,3,3,2,3,3,1,3,4,3
AC061965.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBBP8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AC084759.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC048382.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV2OR16-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC090888.2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1
ZHX1-C8orf76,6,3,7,5,12,1,5,14,11,6,6,18,4,1,10,10,8
AC024270.1,0,0,0,0,0,0,0,25,0,0,0,0,6,0,0,11,0
ACTG1P17,22,14,23,35,32,8,24,108,8,11,7,10,14,18,8,8,27
AC087632.1,2,1,1,1,1,1,2,6,1,3,1,5,4,1,3,1,7
AC044860.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL356801.1,30,56,73,20,32,22,51,37,0,12,0,71,42,34,41,93,14
OR11K1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INAFM2,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,5,3
ST20-MTHFS,120,87,81,104,119,71,181,54,187,102,43,29,19,29,55,94,63
AC127029.1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
HNRNPMP1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1
IGHV1OR15-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC051619.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGIF1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC110588.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105129.2,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0
AC067805.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026951.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009997.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL136295.3,32,3,4,40,0,16,25,21,8,23,13,21,100,18,29,14,44
NDUFB4P11,0,0,30,44,0,0,0,1,0,0,5,6,5,0,0,15,0
DCAF13P3,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
MTND5P32,0,0,0,8,1,0,0,1,2,0,1,0,0,0,0,1,1
AC090695.1,1,2,4,3,1,2,6,1,1,3,0,2,2,0,3,3,0
GH1,0,0,7,0,2,3,2,34,0,0,3,1,1,1,1,1,1
AC025040.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3F3AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC090877.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC025918.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AC079328.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC021231.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGIF2-C20orf24,2,1,64,27,16,1,21,157,1,4,10,4,100,23,21,15,72
EFL1P1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ISCA1P4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,16,0
HNRNPA1P45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011270.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC242376.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTXND1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
HNRNPCP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL022318.2,0,24,0,68,0,0,0,15,0,0,41,0,35,0,0,0,0
AC011767.1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0
DPPA5P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGB3P26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2Q2P2,1,0,0,12,7,3,20,34,0,0,0,0,1,1,0,1,4
THTPA,103,88,69,97,104,50,99,222,78,73,41,102,145,102,59,93,106
AC051619.3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
OR4N3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL15P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIFKP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009269.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WBP1LP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANP32BP3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRPCP18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHCYP7,0,0,6,0,2,2,0,0,1,2,0,0,0,0,0,1,0
NPM1P47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFAF4P1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
KRT8P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC012653.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SORD2P,57,2,25,45,24,23,51,47,5,14,8,37,75,20,2,3,20
KRT18P47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3OR15-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC023968.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL46,67,41,44,60,70,35,87,239,40,165,68,230,59,33,39,85,35
AC021818.2,13,0,0,0,14,2,7,8,2,0,2,0,4,0,2,0,6
KRT8P24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL132640.1,0,0,0,2,0,5,9,23,0,3,0,0,0,0,0,2,0
AC009268.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC103968.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073941.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2Q2L,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
HNRNPA1P5,0,0,0,3,0,1,0,14,0,2,0,0,1,1,1,0,0
CYCSP38,0,0,0,13,0,0,7,0,0,0,16,0,0,0,0,7,0
ANP32AP1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
AL136295.4,2,4,6,8,5,3,6,7,3,5,2,3,3,2,2,3,2
GCSHP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL136295.5,6,6,10,15,10,7,7,13,8,9,3,5,8,3,9,6,4
AC022306.1,0,0,0,0,0,1,2,0,1,0,1,0,1,0,1,1,0
AC040958.1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
RPL21P12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2Q2P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013452.1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0
CYCSP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
HNRNPA1P74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC090971.3,4,5,5,56,12,2,9,26,9,2,3,5,5,2,4,8,3
HMGN1P26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESTP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC090607.2,10,14,16,15,10,10,19,44,7,23,4,6,12,0,8,13,10
KRT8P23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013489.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC243562.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLID,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NMNAT1P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYRO3P,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RBM17P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC015712.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRELID1P4,0,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0
MTND5P40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC066616.2,1,2,0,7,1,0,2,0,4,0,0,2,0,0,1,1,1
AC092079.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259606,0,8,0,12,0,0,0,0,0,0,0,0,4,0,2,10,0
AC104229.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027807.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1A1P22,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
AC087477.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC012170.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010867.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
AC026956.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND3P12,0,0,0,9,0,0,0,0,8,0,0,0,0,0,5,0,0
AC104046.1,0,18,0,0,0,0,8,15,0,0,0,0,0,3,0,0,0
AC090971.4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
UBE2Q2P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNM1P38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259640,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
AC140725.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL132640.2,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0
MTCO3P23,0,15,0,63,23,0,26,0,49,23,0,0,18,0,11,32,0
